user_id,purchase_timestamp,purchase_amount
54550,1692168366954684,8.325
70593,1692227700187297,10.392
83872,1692227103312867,11.902499999999998
78365,1692177695482092,2.7119999999999997
55188,1692174723687325,6.963000000000001
72556,1692226472263078,7.106000000000001
86528,1692180411558562,5.596500000000001
82434,1692215704469852,5.621
77265,1692201133679327,8.0665
84988,1692178058785465,17.469
11762,1692216255306032,12.775
11762,1692228865246598,8.687000000000001
11762,1692151269622300,11.242
46846,1692155396572100,12.293
57155,1692215704651386,12.0
86528,1692185369546461,12.0
86528,1692184081776152,12.5
30879,1692217094749270,17.469
54440,1692229778552187,10.439000000000002
54440,1692228612767824,10.913499999999999
42989,1692187001909890,13.587
42989,1692165736605354,14.880999999999998
82434,1692216179067495,21.912000000000003
54440,1692162116153269,20.999
83022,1692222103291579,75.9905
4263,1692178513925289,99.9875
55053,1692206330265245,12.293
64666,1692228431411343,10.439000000000002
41823,1692225627906957,17.469
15621,1692210506000729,16.175
44735,1692206809706779,10.913499999999999
86528,1692184054575111,10.5
23181,1692207589529783,10.913499999999999
42989,1692214620634181,12.293
55893,1692206942653212,12.293
60970,1692211024037527,15.527999999999999
9208,1692209144259029,9.6305
77001,1692173818863958,2.5989999999999998
66137,1692211310370211,2.2655
59926,1692170337509329,2.4859999999999998
80823,1692191530945293,2.8249999999999997
17382,1692229511233592,2.1670000000000003
20002,1692209315009585,25.4915
30975,1692157112327725,28.490499999999997
79449,1692216757633552,31.4895
828,1692197585980379,14.880999999999998
828,1692183791952027,15.527999999999999
74285,1692176219896619,9.964500000000001
86368,1692190501900523,3.1185000000000005
28654,1692148155701318,8.7375
74889,1692145139581798,22.825000000000003
65394,1692199812627322,12.7415
37262,1692194964763605,67.99149999999999
77265,1691977952585243,6.188
70593,1692057029961268,10.384500000000001
10604,1692028183984408,11.275
79618,1691990897364123,9.1
80806,1692049512709254,12.3625
52816,1692040235479110,9.737499999999999
77719,1691973012828533,2.1670000000000003
77001,1692000112388116,3.0240000000000005
18102,1692007386267604,2.364
75948,1691971493254363,2.1734999999999998
75948,1691981857431803,2.5875
57155,1692001291875007,2.1670000000000003
78365,1692008479172318,1.9040000000000001
54550,1691997995392732,2.364
54550,1691997885195331,1.6744999999999999
59494,1692026013349481,2.128
38948,1691995920670025,3.0240000000000005
78185,1692034270649171,4.922
828,1692039959812481,16.0125
57155,1692001577236659,8.4065
79449,1691974328522463,31.4895
79449,1692024875289781,37.4875
13528,1692026716708482,25.4915
40560,1692053416360101,124.9875
79542,1692046736911930,4.596
80806,1692049731990056,3.4545000000000003
81108,1692025575843926,5.1705000000000005
79618,1692010147023861,3.492
17944,1691993071013829,3.492
18780,1692011555256253,4.2
70412,1692046553044870,6.912000000000001
17766,1691975494506939,5.4
11762,1692057370663313,5.0
75948,1692043823582449,4.966500000000001
58141,1691974181285647,4.6
17766,1691975587798294,4.6
17944,1691999635658084,6.119999999999999
78365,1692011266199642,3.619
26852,1691984885138662,14.240499999999999
77001,1691980599101377,7.2490000000000006
71478,1692004896830637,7.9079999999999995
41977,1692047648284023,6.111000000000001
79249,1692031412167053,9.6
78185,1692016694711469,6.9195
61576,1692037915393426,6.693
47136,1691994434098888,7.9079999999999995
41957,1692009320167492,8.448
50021,1692040183031279,9.9435
74251,1691979498590619,11.8375
74251,1691979037293807,8.0495
74251,1691973692021483,9.9435
74251,1692046188496064,11.8375
62014,1692018680639743,10.384500000000001
80383,1691986222957587,4.845
82243,1692048581081388,5.956499999999999
78185,1692029538845927,12.8915
79618,1692047171815744,12.784500000000001
46846,1691999961866497,7.68
79064,1692051619901112,17.2935
65053,1692004474893843,15.133500000000002
4915,1691999491005151,6.402000000000001
74251,1692054998999148,24.597
63022,1692040990416093,26.586000000000002
80930,1692030416546834,18.8005
19769,1692016386371641,32.05
41036,1692002383872937,24.737499999999997
81306,1692042324815115,28.204000000000004
17944,1691998790718634,15.486999999999998
58141,1691974619840724,26.568
63422,1692042200129852,10.3155
44631,1691982875668860,10.3385
15688,1692034949549054,8.388
37639,1692004486755094,15.739500000000001
13308,1691971747941123,65.989
9023,1691971251251033,15.739500000000001
41676,1692046143267134,7.3395
55727,1692045568929230,8.038499999999999
59974,1691998966709641,12.089
22850,1692037227148899,31.4895
28581,1692012686266468,59.988
62378,1692043645398446,37.4875
74309,1692055255109464,95.98799999999999
67158,1692039521843697,95.98799999999999
4263,1692008329581359,75.9905
46939,1691133278127583,2.541
50961,1691170570022016,2.5799999999999996
44768,1691162053325576,2.037
17999,1691115860769586,2.134
39534,1691109112879820,2.5799999999999996
52034,1691160100513168,1.8275
52783,1691177801279943,0.95
51934,1691158585127992,1.3335000000000001
42810,1691144960735000,1.2100000000000002
49288,1691119932388673,1.2065
17766,1691114036967043,2.231
42810,1691144930324370,2.4200000000000004
11762,1691159555424044,3.2450000000000006
1014,1691132590544999,4.3740000000000006
17766,1691146229607861,2.8025
17766,1691114005818042,6.048
17766,1691146209913178,6.804
42810,1691144895971707,6.072
19520,1691125570293776,17.2395
36458,1691161077507541,9.575999999999999
48982,1691171871247167,1.0795
41312,1691133528586082,1.32
25415,1691165942333347,1.1340000000000001
11762,1691165575705893,2.619
12482,1691147210515796,2.328
24689,1691130991384463,1.843
33405,1691146345164747,2.037
12482,1691147246709731,3.888
17766,1691164952227223,3.2450000000000006
17766,1691165026970887,6.048
11762,1691180424337223,8.55
17766,1691165046610888,9.234
30041,1691178812146623,5.8375
4121,1691170331577513,6.511
43529,1691130780010864,9.575
31133,1691183844396378,7.689000000000001
29745,1691190856246870,8.388
11762,1691154708712439,7.524
43352,1691149486351596,9.709
49288,1691116506511327,11.753
17766,1691113929019040,2.328
17766,1691108489121516,2.425
48900,1691186542669814,8.4375
33877,1691154546636166,7.187499999999999
51534,1691159830466212,6.347999999999999
53096,1691192751085101,7.656
17999,1691114381839197,6.3
46975,1691157305604166,8.613
41218,1691167758445581,8.4375
828,1691183052189786,17.2395
11762,1691113734111500,11.591999999999999
17766,1691113874654039,9.575999999999999
25753,1691152305321742,10.714
17045,1691146257505633,12.131499999999999
38851,1691186256982244,13.4085
38851,1691182004482997,12.131499999999999
45425,1691165245643535,24.3
45425,1691184129417724,17.099999999999998
30867,1691193277929436,19.8
45425,1691185752225023,30.608499999999996
49852,1691129030227853,99.9875
37262,1691178701723655,95.98799999999999
4263,1691144731014476,107.9865
4263,1691149536412537,75.9905
4263,1691171726460576,99.9875
41102,1691132056158900,13.4085
9534,1691122922496720,14.047
25006,1691174620012451,114.98849999999999
25006,1691122917526745,104.98949999999999
25006,1691130498117626,104.98949999999999
12482,1691191374034218,2.134
12482,1691193435540338,1.649
12482,1691138432732527,2.619
2366,1691139846766000,2.688
47610,1691176281651652,32.989000000000004
47610,1691182403203535,32.989000000000004
44312,1691143767306532,15.323999999999998
39420,1691173838847753,4.393
48036,1691187366529949,15.739500000000001
19520,1691126045385173,40.267500000000005
41665,1691126488877915,35.988
4460,1690446885690677,13.482000000000001
21799,1690418217866263,10.7985
12852,1690490542632559,15.408
23181,1690425301346449,10.329
9208,1690435841393840,2.7750000000000004
17056,1690491533609278,2.592
17056,1690491364052249,2.2680000000000002
15120,1690441022448668,2.7
9208,1690459158971627,4.0375
17045,1690479095365283,4.8735
9208,1690459193800102,3.6125
158,1690475606532629,16.375500000000002
9208,1690459213280039,5.3125
9208,1690459236178284,4.0375
9208,1690459287644451,5.1
18456,1690495963356527,32.989000000000004
906,1690496324999498,12.136500000000002
11762,1690489708736692,5.3025
15904,1690426994544309,5.807499999999999
23285,1690488507984083,2.3760000000000003
23285,1690488454871422,0.756
11762,1690488017156691,2.812
19520,1690472629905387,4.8
9208,1690435919342467,5.038
17045,1690466524742301,6.156
11762,1690480763184314,3.108
11762,1690500563365441,9.1425
19520,1690430256983390,8.7295
15168,1690463196859223,9.756499999999999
23285,1690488433742127,2.052
23181,1690490468290045,5.3025
4837,1690457997438821,7.520999999999999
18974,1690469307680197,6.3580000000000005
15307,1690482280201926,8.085
23285,1690488482982220,4.332
27060,1690489933322780,4.797499999999999
17045,1690448488414423,14.124
23181,1690426731779898,12.6765
19520,1690472495391456,7.692
9208,1690439423290228,4.809
158,1690464892606424,23.037499999999998
23181,1690425319692440,18.9735
23181,1690429471488239,22.5875
1994,1690432214830878,16.788
3313,1690424748532520,12.089
4263,1690457932502208,107.9865
4263,1690490159237522,107.9865
4263,1690464123393593,83.98949999999999
64666,1691618287413701,2.6039999999999996
66481,1691616702203923,2.0485
66633,1691621437734325,1.6744999999999999
54204,1691611745765083,2.2895
62560,1691608764936177,2.5305000000000004
66473,1691614919263565,2.552
58753,1691623310474948,2.783
41105,1691595342451399,2.0685000000000002
57928,1691615553109452,1.836
58268,1691570790049230,3.608
55589,1691617766875869,4.000500000000001
50292,1691581242791145,6.8985
17766,1691623177636936,2.5245
17766,1691623258819939,3.2670000000000003
55443,1691612505002385,4.572
57361,1691621216450053,3.2385
30463,1691601970873537,5.842
48335,1691612714246251,4.2075000000000005
33405,1691574774617116,4.531
9122,1691624718580001,3.8115
17766,1691623234313938,7.262499999999999
54204,1691611056540082,13.729500000000002
54338,1691595362662527,13.992000000000003
11762,1691610813648955,8.644499999999999
33405,1691624017237392,8.380999999999998
62014,1691560635727138,1.4410000000000003
61175,1691546687033821,1.2625
40649,1691544991880160,2.0614999999999997
11762,1691542370209589,2.8215
47396,1691589923853927,10.300500000000001
36458,1691621785058606,7.245000000000001
12927,1691589631267922,8.7375
40388,1691548803176395,7.689000000000001
19422,1691543930966446,10.028
57149,1691540650328312,2.0685000000000002
17766,1691591161210358,5.3340000000000005
17766,1691591131507990,5.588000000000001
17766,1691591193294106,5.588000000000001
17766,1691591206073950,4.826
66768,1691623282012442,6.096
64993,1691611729547467,6.6674999999999995
57928,1691614704399089,5.859
57928,1691614681894035,4.743
54204,1691611101968111,13.992000000000003
48486,1691596421820476,12.744
19769,1691546066837678,15.9
19769,1691568319621345,14.628
58399,1691612874540812,15.264
54983,1691580890685671,10.846
41596,1691541258047724,8.644499999999999
55070,1691606387990894,24.529500000000002
25164,1691554147034094,75.9905
11941,1691601837185745,91.98849999999999
4263,1691590811752555,95.98799999999999
4263,1691573414773845,99.9875
4263,1691580181496116,83.98949999999999
11762,1691603163076693,13.585
33523,1691564587112483,14.628
32468,1691557277801200,104.98949999999999
25006,1691589098838297,119.98799999999999
25006,1691620117705507,109.989
25006,1691547677820800,84.99149999999999
25006,1691611384220592,104.98949999999999
50961,1691578092878482,2.4955
50961,1691615410101507,2.7125
50961,1691615327789448,1.8444999999999998
50961,1691577735843271,1.8444999999999998
50961,1691615049959460,2.7125
33877,1691609727452307,2.9094999999999995
48486,1691592192445301,2.2785
48486,1691592648262473,2.0614999999999997
48486,1691592412959983,2.2785
48486,1691597273178048,2.6039999999999996
48486,1691598395132035,2.6039999999999996
48486,1691604207200220,2.4955
48486,1691592925621399,2.4955
48486,1691596043400974,2.7125
48486,1691596766818856,2.2785
58399,1691612604432989,2.1504999999999996
4242,1691597699979738,2.9094999999999995
26972,1691611366311720,2.783
54983,1691591529956467,2.6595
54983,1691584469285554,2.2655
55893,1691622419332343,2.6565
55893,1691603700482633,3.4154999999999998
55893,1691620448609386,3.0359999999999996
55893,1691601505043670,2.9094999999999995
55893,1691597005769266,2.6565
55893,1691600435996782,3.1624999999999996
55893,1691622786717154,2.1504999999999996
55893,1691603164381169,2.4034999999999997
43120,1691611571815445,2.6565
43120,1691611121300684,2.1504999999999996
41158,1691579071365390,2.7875
15940,1691544240892804,31.4895
40649,1691540538601724,3.915
7831,1691619555021208,9.4365
7089,1691581703436902,7.3395
39889,1691602068239049,12.7415
10591,1691603311724329,15.739500000000001
52411,1691550132715625,35.988
11941,1691543012098262,52.48950000000001
11941,1691623710289967,62.487500000000004
32529,1690842862335178,2.916
39667,1690846490063527,2.7944999999999998
33463,1690776801109989,3.3660000000000005
31265,1690838670050137,8.825
4837,1690846497040386,7.848
10776,1690833310855416,7.413
9208,1690847792832092,2.109
9208,1690847818370960,4.0875
9208,1690847900729751,3.4335
158,1690834269445927,5.4239999999999995
15168,1690825132566870,6.4125
9208,1690847736505923,4.809
9208,1690847762853505,7.506
31265,1690837925685977,12.837499999999999
4837,1690845520776116,9.361
15621,1690811551105283,9.756499999999999
9208,1690768295613345,9.618
19520,1690808086340843,10.914
36458,1690844516722231,13.675500000000001
17766,1690834266859238,13.675500000000001
9208,1690770886387704,13.0875
25141,1690806052516014,4.752000000000001
35953,1690806987892801,7.3149999999999995
4915,1690846799335318,5.5005
22731,1690815653365221,8.47
36229,1690809046252690,8.854999999999999
9783,1690821970796006,10.776
39291,1690843333000795,5.9415000000000004
9208,1690768511984705,11.45
9208,1690785005548544,4.4455
38147,1690776668979681,6.8309999999999995
34388,1690814083399594,8.100000000000001
30526,1690846911436639,8.0125
16477,1690766673307792,11.6495
30463,1690775875849761,15.408
7795,1690764731603283,11.292
11970,1690827034388790,9.880500000000001
9208,1690847417899919,15.025500000000003
20423,1690835038412689,13.482000000000001
30463,1690817063324639,34.68150000000001
5772,1690847660466238,33.8175
15904,1690764699474819,39.82000000000001
36645,1690839180593286,7.9985
38147,1690776641979937,9.6235
30463,1690777432166592,9.756499999999999
25006,1690789308647511,119.98799999999999
25006,1690827112859963,134.9865
36546,1690768438070587,25.4915
21832,1690836590030618,1.8275
25604,1690795000895067,6.0
17766,1690800011262090,10.636500000000002
36546,1690818291593268,57.488499999999995
25006,1690778991712928,54.989000000000004
68300,1692684795764327,2.604
99625,1692667536457750,2.376
73921,1692668008244741,2.9835000000000003
62107,1692687539958864,2.976
77975,1692670604691514,4.1975
79077,1692716868176632,3.774
74251,1692664668932980,8.074
99158,1692732744935479,2.2769999999999997
17766,1692670828537150,1.881
33405,1692686703090192,2.211
18691,1692729964151460,2.0124999999999997
19520,1692667658576997,4.116
17766,1692738257157653,3.311
17944,1692668849841553,3.516
88363,1692668485929145,5.599
19520,1692667485405994,4.968500000000001
19422,1692671655064147,3.1195
99158,1692727569748800,5.454000000000001
17766,1692666193985255,4.242
98051,1692735419936831,4.8355
79618,1692673932015257,4.5875
53322,1692675207468558,4.444000000000001
57149,1692698577072467,5.427
35352,1692664577467906,4.9545
54662,1692719267816511,6.5375000000000005
17944,1692662431326666,4.9545
5697,1692692319739020,5.599
63107,1692678470421855,8.64
19520,1692667601099887,5.559
19520,1692667510213567,7.520999999999999
11762,1692737961578682,5.654
79618,1692674321938279,6.939
64993,1692745806293796,8.829
103603,1692713283873962,9.849000000000002
17766,1692670784107182,12.85
39534,1692702021166388,10.027500000000002
93486,1692721042573329,0.9855
85175,1692707642626856,1.105
90471,1692686734292160,1.4124999999999999
103368,1692726432981128,1.2349999999999999
90238,1692701633492470,1.3559999999999999
103603,1692702454980737,0.9604999999999999
103173,1692694932551642,1.4124999999999999
1014,1692688704925164,2.1565
19422,1692728806632847,2.09
94966,1692735827543003,2.673
33405,1692715657913743,2.1105
18691,1692747618850800,2.0124999999999997
48225,1692746004023051,2.1565
99158,1692747929380415,3.1605
101825,1692737452880289,3.0765000000000002
57149,1692680139303824,3.8524999999999996
54440,1692739331309749,3.516
54440,1692739364652358,4.9545
89035,1692703972753846,9.045000000000002
99147,1692720480384804,7.3375
40652,1692681225343823,7.359999999999999
103496,1692676925881423,6.7
50021,1692722054035728,8.1175
70412,1692736729085054,13.734
12482,1692700073355575,11.055000000000001
62014,1692685802395595,11.5575
62014,1692743565673687,11.5575
58770,1692725506627146,14.388000000000002
15271,1692691060001784,12.426
30664,1692737045167414,15.696
99666,1692741399628618,12.892500000000002
54404,1692671198418957,8.738
69154,1692746218808180,11.822
52543,1692732197785470,32.725
99158,1692746251147944,21.824
99158,1692663451112651,16.864
82434,1692711208675978,17.4515
93642,1692740919423953,75.9905
98917,1692718315324818,99.9875
98917,1692676660035306,95.98799999999999
53907,1692675779433794,91.98849999999999
62378,1692703171904478,107.9865
98698,1692739589897713,83.98949999999999
4263,1692732641754143,95.98799999999999
62853,1692665985291252,12.089
22991,1692741462336421,11.5395
100787,1692730613334288,12.06
41102,1692727142838450,17.658
34729,1692678975424108,2.3085
34729,1692678894935205,2.3085
100057,1692718205244038,2.6519999999999997
100057,1692717565968536,2.431
100057,1692719344902226,2.431
100057,1692718500918272,2.431
12482,1692704416790516,2.3114999999999997
12482,1692704701539036,2.1105
12482,1692704960320706,2.1105
33469,1692684431089680,1.9094999999999998
33469,1692680250274783,2.5124999999999997
33469,1692680659584944,2.5124999999999997
32758,1692677979319976,2.75
73921,1692667893714430,2.8375
83066,1692748705008120,40.4865
103595,1692746045362692,31.4895
79449,1692665453178872,32.989000000000004
79449,1692668357442173,37.4875
13528,1692723110292699,32.989000000000004
828,1692682023626164,15.041999999999998
828,1692705264549451,11.118
48900,1692732433011006,11.808499999999999
53394,1692704440948512,9.6815
89198,1692676476609329,3.0765000000000002
53384,1692738332933263,20.236500000000003
29113,1692690836967563,37.4875
79449,1692729441653184,42.4915
81013,1692662494728236,47.4905
1014,1692512718151236,10.384
93758,1692504477361202,9.062999999999999
16099,1692547823130767,16.275
22647,1692564927902897,8.808
91724,1692538698854192,11.121
101313,1692548573406979,3.1079999999999997
63107,1692548928010768,2.849
63107,1692550411955161,2.9784999999999995
63107,1692568171051448,2.2015
12482,1692520223181792,2.7270000000000003
12482,1692528301884717,2.121
12482,1692534490841630,2.2220000000000004
12482,1692538712618489,1.9189999999999998
33469,1692532935703300,2.323
33469,1692535098345601,2.323
33469,1692528375479584,2.424
74285,1692515088634685,2.53
44045,1692529968898418,2.9784999999999995
58834,1692527810974204,2.849
63746,1692568088004736,2.4604999999999997
79953,1692568393391999,2.1755
48486,1692560398041366,2.75
48486,1692570654473781,2.9700000000000006
48486,1692573602252073,2.09
48486,1692561875637945,1.87
48486,1692561175925149,2.9700000000000006
48486,1692562147185831,1.87
52816,1692529126442460,2.9784999999999995
61263,1692512044466703,3.1079999999999997
61263,1692565319099508,2.4604999999999997
39363,1692564151294231,2.4604999999999997
82290,1692560823599121,3.4965
17045,1692546853339563,2.9784999999999995
26972,1692523062529079,2.9784999999999995
54550,1692522028993992,2.525
51334,1692536181546420,2.849
85049,1692548063961218,2.4604999999999997
85049,1692538382303406,3.1079999999999997
85049,1692525956225787,3.1079999999999997
83872,1692574564052187,2.7195
104580,1692575769117239,2.9784999999999995
38948,1692505699402306,2.519
41218,1692573563238386,2.7195
20423,1692561476612383,2.7195
20423,1692563520993253,3.1079999999999997
50021,1692496503189108,0.6935
78365,1692510907408192,1.539
17944,1692506485827342,0.9855
30463,1692565312038778,3.7049999999999996
19422,1692507909692400,3.516
59830,1692525507649325,4.2125
17766,1692566922985192,3.8285
62957,1692561814867439,3.7049999999999996
88835,1692515294517026,5.427999999999999
57155,1692564304620099,4.242
17045,1692535755861966,5.265000000000001
64993,1692571942451930,4.095
81235,1692501256874644,2.8645
26936,1692528207923695,3.7049999999999996
19422,1692524412931494,5.643000000000001
17766,1692566962443948,5.643000000000001
828,1692532606485238,12.369
48900,1692524805829378,10.514499999999998
80930,1692531085498328,7.077000000000001
57155,1692523310001930,7.7509999999999994
78365,1692527318906779,8.425
64993,1692562257518165,14.972999999999999
3816,1692508555694834,32.989000000000004
79449,1692545501616557,59.988
81013,1692565965810493,47.4905
25006,1692498349475267,119.98799999999999
30463,1692565351039775,2.4604999999999997
19422,1692507947005110,1.87
99158,1692558690776970,2.673
83584,1692556016097016,3.1079999999999997
59830,1692525563022952,2.424
80930,1692528585175877,1.9189999999999998
88835,1692498962482236,2.8625
99158,1692568743441764,2.2769999999999997
55994,1692560617577972,2.3100000000000005
70593,1692575868105536,22.253000000000004
78365,1692510873471101,5.192
17944,1692502630591714,4.941000000000001
67745,1692553441598484,7.689000000000001
30463,1692557329200473,11.451
85081,1692490732571159,3.315
19520,1692489688155617,4.875
103585,1692542626694447,1.6125
100776,1692508108110781,1.675
93324,1692572991993485,34.488499999999995
91863,1692515769724053,8.2005
71420,1692543502393816,8.088
57149,1692506176893594,3.4339999999999997
18780,1692562725870861,6.156
57149,1692505936448308,5.1205
17944,1692502568780076,4.8735
40888,1692536721378877,5.4145
34729,1692549490693266,7.0264999999999995
85081,1692565796632417,12.369
85081,1692564550814602,14.972999999999999
54338,1692541766542684,14.972999999999999
99158,1692498650159605,10.7835
48478,1692497044054707,10.970999999999998
62014,1692510142880851,9.6045
15271,1692530477395080,13.671
88835,1692564983781233,12.606000000000002
103159,1692521474972275,4.8705
98157,1692560068882964,5.5249999999999995
99666,1692572446462243,4.8735
82434,1692496322498217,10.970999999999998
30664,1692547672990010,13.671
54440,1692574097327632,10.017
51334,1692566134286088,11.067
91724,1692535224364980,12.132
38948,1692506856438676,14.325000000000001
57149,1692506104395213,6.403
17944,1692508191889089,4.9895
99158,1692575314841690,22.793
99158,1692550290680599,24.775
98603,1692566325119806,27.363
23181,1692528776601042,24.772500000000004
1215,1692493788965765,0.7394999999999999
65047,1692505325247498,6.6405
76279,1692490460860965,8.388
101131,1692539229988889,8.322
34288,1692571016299368,9.4365
9783,1692531217020470,12.491999999999999
1926,1692568994849585,18.7375
63005,1692520813413393,13.671
79618,1692525034926014,10.970999999999998
22850,1692562961860309,10.3385
103265,1692528401934956,11.5395
85296,1692562446791853,74.9875
21967,1692551011715978,12.384
79249,1692561584702845,18.756
71467,1692500630194420,34.488499999999995
93758,1692563777518034,38.535000000000004
59545,1692505823671123,42.4915
62378,1692572829698637,99.9875
53750,1692531671759483,67.99149999999999
103697,1692559020502051,83.98949999999999
56579,1692568155236748,87.989
50961,1692413800165836,3.111
63107,1692463329962037,12.456000000000001
19520,1692414622833009,12.331
19520,1692414597695345,11.937
32913,1692442196434691,9.861
80383,1692413958483891,5.3865
64735,1692458871964971,9.8955
79720,1692419045983358,14.013000000000002
79720,1692417525600067,14.927
99233,1692409803057742,1.8715
58399,1692480621083857,14.013000000000002
56594,1692482933081817,12.107999999999999
98679,1692465318545145,16.225
40531,1692407269158019,10.959499999999998
54404,1692416931604169,1.6744999999999999
83951,1692479681447694,9.861
50961,1692487353841181,1.8615
33469,1692439114261261,2.7135
94425,1692451107547645,2.7359999999999998
64735,1692458892552279,2.7375
48486,1692469538753000,1.8615
48486,1692481781023869,2.5185
48486,1692462924448565,2.2995
48486,1692466555230612,2.2995
54550,1692438652571697,2.211
54550,1692439399518447,1.9094999999999998
38948,1692417450171660,3.078
17766,1692487928146076,0.969
66633,1692448724829428,3.1919999999999997
66633,1692464624768792,4.836
55589,1692488857826418,3.686
12482,1692477021779527,4.5360000000000005
51248,1692477715417004,4.268
17766,1692475517707379,2.8499999999999996
26519,1692459306726859,4.268
78019,1692477102139266,4.85
79618,1692479176818588,3.9555000000000007
88835,1692429028845803,3.1919999999999997
78365,1692432855121795,3.1919999999999997
4242,1692469842230047,3.686
72485,1692482087284934,4.85
15940,1692417321621523,40.4865
62378,1692487372864373,31.4895
16393,1692422260337755,37.4875
79449,1692480679831223,40.4865
51095,1692412944146040,31.4895
31103,1692443774549784,40.4865
79449,1692452309632128,62.487500000000004
53316,1692421677377137,47.4905
32468,1692406095760864,119.98799999999999
25006,1692411697458702,119.98799999999999
66633,1692464573848808,2.4119999999999995
12482,1692477075295075,2.5124999999999997
57155,1692487627123988,2.1105
78365,1692451686150875,2.3939999999999997
98064,1692463131638003,2.0805
50021,1692480730575074,2.2995
58268,1692411050473466,2.3114999999999997
40531,1692405851842477,2.2995
100735,1692463949962490,3.8285
85081,1692471322310274,4.2924999999999995
100928,1692461396545972,1.0965
87579,1692468472347126,1.548
99158,1692464463297961,1.275
100735,1692458762105228,1.139
77975,1692484237335927,1.0965
99090,1692481708715171,0.803
99381,1692410704847646,1.122
75911,1692450490434862,0.9855
98064,1692460913817149,0.9125
14980,1692428570022002,0.9689999999999999
62981,1692454777809838,6.613
98679,1692449651068463,8.947
77668,1692467737680185,8.947
17766,1692487993790703,3.8285
50021,1692415700468771,6.9255
12817,1692442322240814,7.128000000000001
19520,1692417410505981,7.128000000000001
17766,1692475440545830,6.156
11762,1692487202861219,6.4125
53322,1692440293505627,6.9255
57155,1692460381533090,7.263
6671,1692477139502165,5.3975
8730,1692462258443188,8.748000000000001
40531,1692403514108360,6.9255
17382,1692484081306369,6.156
